microservice,pod,median,latency,cpuUsage,memUsage,repeat,service,cpuInter,memInter,targetReqFreq,reqFreq
unique-id-service,unique-id-service,16.0,27.049999999999955,2,2,0,HomeTimeline,0,0,250.0,250.0
user-service,user-service,9.0,14.0,2,2,0,HomeTimeline,0,0,250.0,250.0
compose-post-service,compose-post-service,3737.0,184790.0,2,2,0,ComposePost,0,0,600.0,600.0
home-timeline-service,home-timeline-service,70.0,469.0,2,2,0,ComposePost,0,0,600.0,600.0
nginx-web-server,nginx-thrift,519.0,2490.6499999999996,2,2,0,ComposePost,0,0,600.0,600.0
post-storage-service,post-storage-service,44.0,1096.6999999999975,2,2,0,ComposePost,0,0,600.0,600.0
social-graph-service,social-graph-service,54.0,172.24999999999977,2,2,0,ComposePost,0,0,600.0,600.0
text-service,text-service,394.0,5727.0,2,2,0,ComposePost,0,0,600.0,600.0
url-shorten-service,url-shorten-service,121.5,455.24999999999915,2,2,0,ComposePost,0,0,600.0,600.0
user-mention-service,user-mention-service,61.0,1377.0,2,2,0,ComposePost,0,0,600.0,600.0
user-timeline-service,user-timeline-service,36.0,158.74999999999966,2,2,0,ComposePost,0,0,600.0,600.0
media-service,media-service,8.0,13.0,2,2,0,ComposePost,0,0,600.0,600.0
unique-id-service,unique-id-service,20.0,28.0,2,2,0,ComposePost,0,0,600.0,600.0
user-service,user-service,7.0,12.0,2,2,0,ComposePost,0,0,600.0,600.0
compose-post-service,compose-post-service,3737.0,184790.0,2,2,0,UserTimeline,0,0,600.0,600.0
home-timeline-service,home-timeline-service,70.0,469.0,2,2,0,UserTimeline,0,0,600.0,600.0
nginx-web-server,nginx-thrift,519.0,2490.6499999999996,2,2,0,UserTimeline,0,0,600.0,600.0
post-storage-service,post-storage-service,44.0,1096.6999999999975,2,2,0,UserTimeline,0,0,600.0,600.0
social-graph-service,social-graph-service,54.0,172.24999999999977,2,2,0,UserTimeline,0,0,600.0,600.0
text-service,text-service,394.0,5727.0,2,2,0,UserTimeline,0,0,600.0,600.0
url-shorten-service,url-shorten-service,121.5,455.24999999999915,2,2,0,UserTimeline,0,0,600.0,600.0
user-mention-service,user-mention-service,61.0,1377.0,2,2,0,UserTimeline,0,0,600.0,600.0
user-timeline-service,user-timeline-service,36.0,158.74999999999966,2,2,0,UserTimeline,0,0,600.0,600.0
media-service,media-service,8.0,13.0,2,2,0,UserTimeline,0,0,600.0,600.0
unique-id-service,unique-id-service,20.0,28.0,2,2,0,UserTimeline,0,0,600.0,600.0
user-service,user-service,7.0,12.0,2,2,0,UserTimeline,0,0,600.0,600.0
compose-post-service,compose-post-service,3737.0,184790.0,2,2,0,HomeTimeline,0,0,600.0,600.0
home-timeline-service,home-timeline-service,70.0,469.0,2,2,0,HomeTimeline,0,0,600.0,600.0
nginx-web-server,nginx-thrift,519.0,2490.6499999999996,2,2,0,HomeTimeline,0,0,600.0,600.0
post-storage-service,post-storage-service,44.0,1096.6999999999975,2,2,0,HomeTimeline,0,0,600.0,600.0
social-graph-service,social-graph-service,54.0,172.24999999999977,2,2,0,HomeTimeline,0,0,600.0,600.0
text-service,text-service,394.0,5727.0,2,2,0,HomeTimeline,0,0,600.0,600.0
url-shorten-service,url-shorten-service,121.5,455.24999999999915,2,2,0,HomeTimeline,0,0,600.0,600.0
user-mention-service,user-mention-service,61.0,1377.0,2,2,0,HomeTimeline,0,0,600.0,600.0
user-timeline-service,user-timeline-service,36.0,158.74999999999966,2,2,0,HomeTimeline,0,0,600.0,600.0
media-service,media-service,8.0,13.0,2,2,0,HomeTimeline,0,0,600.0,600.0
unique-id-service,unique-id-service,20.0,28.0,2,2,0,HomeTimeline,0,0,600.0,600.0
user-service,user-service,7.0,12.0,2,2,0,HomeTimeline,0,0,600.0,600.0
compose-post-service,compose-post-service,933.5,21009.0,2,2,0,ComposePost,0,0,175.0,175.0
home-timeline-service,home-timeline-service,44.0,481.0999999999999,2,2,0,ComposePost,0,0,175.0,175.0
nginx-web-server,nginx-thrift,574.5,4352.499999999996,2,2,0,ComposePost,0,0,175.0,175.0
post-storage-service,post-storage-service,45.0,131.04999999999995,2,2,0,ComposePost,0,0,175.0,175.0
social-graph-service,social-graph-service,55.0,154.24999999999977,2,2,0,ComposePost,0,0,175.0,175.0
text-service,text-service,315.0,1193.0,2,2,0,ComposePost,0,0,175.0,175.0
url-shorten-service,url-shorten-service,128.0,381.65,2,2,0,ComposePost,0,0,175.0,175.0
user-mention-service,user-mention-service,67.0,360.04999999999995,2,2,0,ComposePost,0,0,175.0,175.0
user-timeline-service,user-timeline-service,64.0,302.6499999999985,2,2,0,ComposePost,0,0,175.0,175.0
media-service,media-service,7.0,14.0,2,2,0,ComposePost,0,0,175.0,175.0
unique-id-service,unique-id-service,16.0,28.0,2,2,0,ComposePost,0,0,175.0,175.0
compose-post-service,compose-post-service,933.5,21009.0,2,2,0,UserTimeline,0,0,175.0,175.0
home-timeline-service,home-timeline-service,44.0,481.0999999999999,2,2,0,UserTimeline,0,0,175.0,175.0
nginx-web-server,nginx-thrift,574.5,4352.499999999996,2,2,0,UserTimeline,0,0,175.0,175.0
post-storage-service,post-storage-service,45.0,131.04999999999995,2,2,0,UserTimeline,0,0,175.0,175.0
social-graph-service,social-graph-service,55.0,154.24999999999977,2,2,0,UserTimeline,0,0,175.0,175.0
text-service,text-service,315.0,1193.0,2,2,0,UserTimeline,0,0,175.0,175.0
url-shorten-service,url-shorten-service,128.0,381.65,2,2,0,UserTimeline,0,0,175.0,175.0
user-mention-service,user-mention-service,67.0,360.04999999999995,2,2,0,UserTimeline,0,0,175.0,175.0
user-timeline-service,user-timeline-service,64.0,302.6499999999985,2,2,0,UserTimeline,0,0,175.0,175.0
media-service,media-service,7.0,14.0,2,2,0,UserTimeline,0,0,175.0,175.0
unique-id-service,unique-id-service,16.0,28.0,2,2,0,UserTimeline,0,0,175.0,175.0
compose-post-service,compose-post-service,933.5,21009.0,2,2,0,HomeTimeline,0,0,175.0,175.0
home-timeline-service,home-timeline-service,44.0,481.0999999999999,2,2,0,HomeTimeline,0,0,175.0,175.0
nginx-web-server,nginx-thrift,574.5,4352.499999999996,2,2,0,HomeTimeline,0,0,175.0,175.0
post-storage-service,post-storage-service,45.0,131.04999999999995,2,2,0,HomeTimeline,0,0,175.0,175.0
social-graph-service,social-graph-service,55.0,154.24999999999977,2,2,0,HomeTimeline,0,0,175.0,175.0
text-service,text-service,315.0,1193.0,2,2,0,HomeTimeline,0,0,175.0,175.0
url-shorten-service,url-shorten-service,128.0,381.65,2,2,0,HomeTimeline,0,0,175.0,175.0
user-mention-service,user-mention-service,67.0,360.04999999999995,2,2,0,HomeTimeline,0,0,175.0,175.0
user-timeline-service,user-timeline-service,64.0,302.6499999999985,2,2,0,HomeTimeline,0,0,175.0,175.0
media-service,media-service,7.0,14.0,2,2,0,HomeTimeline,0,0,175.0,175.0
unique-id-service,unique-id-service,16.0,28.0,2,2,0,HomeTimeline,0,0,175.0,175.0
compose-post-service,compose-post-service,3674.0,132505.0,2,2,0,ComposePost,0,0,525.0,525.0
home-timeline-service,home-timeline-service,49.0,416.85000000000014,2,2,0,ComposePost,0,0,525.0,525.0
nginx-web-server,nginx-thrift,537.0,3745.5999999999967,2,2,0,ComposePost,0,0,525.0,525.0
post-storage-service,post-storage-service,46.0,325.84999999999957,2,2,0,ComposePost,0,0,525.0,525.0
social-graph-service,social-graph-service,48.0,192.0,2,2,0,ComposePost,0,0,525.0,525.0
text-service,text-service,361.5,3029.4499999999966,2,2,0,ComposePost,0,0,525.0,525.0
url-shorten-service,url-shorten-service,109.0,345.7999999999996,2,2,0,ComposePost,0,0,525.0,525.0
user-mention-service,user-mention-service,58.0,661.6499999999985,2,2,0,ComposePost,0,0,525.0,525.0
user-timeline-service,user-timeline-service,61.0,1865.94999999999,2,2,0,ComposePost,0,0,525.0,525.0
media-service,media-service,4.0,12.0,2,2,0,ComposePost,0,0,525.0,525.0
unique-id-service,unique-id-service,20.0,29.0,2,2,0,ComposePost,0,0,525.0,525.0
user-service,user-service,8.0,13.0,2,2,0,ComposePost,0,0,525.0,525.0
compose-post-service,compose-post-service,3674.0,132505.0,2,2,0,UserTimeline,0,0,525.0,525.0
home-timeline-service,home-timeline-service,49.0,416.85000000000014,2,2,0,UserTimeline,0,0,525.0,525.0
nginx-web-server,nginx-thrift,537.0,3745.5999999999967,2,2,0,UserTimeline,0,0,525.0,525.0
post-storage-service,post-storage-service,46.0,325.84999999999957,2,2,0,UserTimeline,0,0,525.0,525.0
social-graph-service,social-graph-service,48.0,192.0,2,2,0,UserTimeline,0,0,525.0,525.0
text-service,text-service,361.5,3029.4499999999966,2,2,0,UserTimeline,0,0,525.0,525.0
url-shorten-service,url-shorten-service,109.0,345.7999999999996,2,2,0,UserTimeline,0,0,525.0,525.0
user-mention-service,user-mention-service,58.0,661.6499999999985,2,2,0,UserTimeline,0,0,525.0,525.0
user-timeline-service,user-timeline-service,61.0,1865.94999999999,2,2,0,UserTimeline,0,0,525.0,525.0
media-service,media-service,4.0,12.0,2,2,0,UserTimeline,0,0,525.0,525.0
unique-id-service,unique-id-service,20.0,29.0,2,2,0,UserTimeline,0,0,525.0,525.0
user-service,user-service,8.0,13.0,2,2,0,UserTimeline,0,0,525.0,525.0
compose-post-service,compose-post-service,3674.0,132505.0,2,2,0,HomeTimeline,0,0,525.0,525.0
home-timeline-service,home-timeline-service,49.0,416.85000000000014,2,2,0,HomeTimeline,0,0,525.0,525.0
nginx-web-server,nginx-thrift,537.0,3745.5999999999967,2,2,0,HomeTimeline,0,0,525.0,525.0
post-storage-service,post-storage-service,46.0,325.84999999999957,2,2,0,HomeTimeline,0,0,525.0,525.0
social-graph-service,social-graph-service,48.0,192.0,2,2,0,HomeTimeline,0,0,525.0,525.0
text-service,text-service,361.5,3029.4499999999966,2,2,0,HomeTimeline,0,0,525.0,525.0
url-shorten-service,url-shorten-service,109.0,345.7999999999996,2,2,0,HomeTimeline,0,0,525.0,525.0
user-mention-service,user-mention-service,58.0,661.6499999999985,2,2,0,HomeTimeline,0,0,525.0,525.0
user-timeline-service,user-timeline-service,61.0,1865.94999999999,2,2,0,HomeTimeline,0,0,525.0,525.0
media-service,media-service,4.0,12.0,2,2,0,HomeTimeline,0,0,525.0,525.0
unique-id-service,unique-id-service,20.0,29.0,2,2,0,HomeTimeline,0,0,525.0,525.0
user-service,user-service,8.0,13.0,2,2,0,HomeTimeline,0,0,525.0,525.0
compose-post-service,compose-post-service,3564.0,120080.0,2,2,0,ComposePost,0,0,475.0,475.0
home-timeline-service,home-timeline-service,70.0,520.0999999999999,2,2,0,ComposePost,0,0,475.0,475.0
nginx-web-server,nginx-thrift,493.0,2534.349999999995,2,2,0,ComposePost,0,0,475.0,475.0
post-storage-service,post-storage-service,36.0,212.5499999999995,2,2,0,ComposePost,0,0,475.0,475.0
social-graph-service,social-graph-service,53.0,359.6499999999994,2,2,0,ComposePost,0,0,475.0,475.0
text-service,text-service,302.0,2369.0,2,2,0,ComposePost,0,0,475.0,475.0
url-shorten-service,url-shorten-service,108.5,327.39999999999986,2,2,0,ComposePost,0,0,475.0,475.0
user-mention-service,user-mention-service,39.0,408.69999999999754,2,2,0,ComposePost,0,0,475.0,475.0
user-timeline-service,user-timeline-service,62.0,4413.7499999999945,2,2,0,ComposePost,0,0,475.0,475.0
media-service,media-service,7.0,14.0,2,2,0,ComposePost,0,0,475.0,475.0
unique-id-service,unique-id-service,18.0,28.0,2,2,0,ComposePost,0,0,475.0,475.0
user-service,user-service,8.0,13.0,2,2,0,ComposePost,0,0,475.0,475.0
compose-post-service,compose-post-service,3564.0,120080.0,2,2,0,UserTimeline,0,0,475.0,475.0
home-timeline-service,home-timeline-service,70.0,520.0999999999999,2,2,0,UserTimeline,0,0,475.0,475.0
nginx-web-server,nginx-thrift,493.0,2534.349999999995,2,2,0,UserTimeline,0,0,475.0,475.0
post-storage-service,post-storage-service,36.0,212.5499999999995,2,2,0,UserTimeline,0,0,475.0,475.0
social-graph-service,social-graph-service,53.0,359.6499999999994,2,2,0,UserTimeline,0,0,475.0,475.0
text-service,text-service,302.0,2369.0,2,2,0,UserTimeline,0,0,475.0,475.0
url-shorten-service,url-shorten-service,108.5,327.39999999999986,2,2,0,UserTimeline,0,0,475.0,475.0
user-mention-service,user-mention-service,39.0,408.69999999999754,2,2,0,UserTimeline,0,0,475.0,475.0
user-timeline-service,user-timeline-service,62.0,4413.7499999999945,2,2,0,UserTimeline,0,0,475.0,475.0
media-service,media-service,7.0,14.0,2,2,0,UserTimeline,0,0,475.0,475.0
unique-id-service,unique-id-service,18.0,28.0,2,2,0,UserTimeline,0,0,475.0,475.0
user-service,user-service,8.0,13.0,2,2,0,UserTimeline,0,0,475.0,475.0
compose-post-service,compose-post-service,3564.0,120080.0,2,2,0,HomeTimeline,0,0,475.0,475.0
home-timeline-service,home-timeline-service,70.0,520.0999999999999,2,2,0,HomeTimeline,0,0,475.0,475.0
nginx-web-server,nginx-thrift,493.0,2534.349999999995,2,2,0,HomeTimeline,0,0,475.0,475.0
post-storage-service,post-storage-service,36.0,212.5499999999995,2,2,0,HomeTimeline,0,0,475.0,475.0
social-graph-service,social-graph-service,53.0,359.6499999999994,2,2,0,HomeTimeline,0,0,475.0,475.0
text-service,text-service,302.0,2369.0,2,2,0,HomeTimeline,0,0,475.0,475.0
url-shorten-service,url-shorten-service,108.5,327.39999999999986,2,2,0,HomeTimeline,0,0,475.0,475.0
user-mention-service,user-mention-service,39.0,408.69999999999754,2,2,0,HomeTimeline,0,0,475.0,475.0
user-timeline-service,user-timeline-service,62.0,4413.7499999999945,2,2,0,HomeTimeline,0,0,475.0,475.0
media-service,media-service,7.0,14.0,2,2,0,HomeTimeline,0,0,475.0,475.0
unique-id-service,unique-id-service,18.0,28.0,2,2,0,HomeTimeline,0,0,475.0,475.0
user-service,user-service,8.0,13.0,2,2,0,HomeTimeline,0,0,475.0,475.0
compose-post-service,compose-post-service,3289.0,12202.0,2,2,0,ComposePost,0,0,25.0,25.0
home-timeline-service,home-timeline-service,79.5,610.1499999999999,2,2,0,ComposePost,0,0,25.0,25.0
nginx-web-server,nginx-thrift,635.5,1149.1,2,2,0,ComposePost,0,0,25.0,25.0
post-storage-service,post-storage-service,50.0,132.0,2,2,0,ComposePost,0,0,25.0,25.0
social-graph-service,social-graph-service,63.0,211.19999999999982,2,2,0,ComposePost,0,0,25.0,25.0
text-service,text-service,438.0,1380.6999999999994,2,2,0,ComposePost,0,0,25.0,25.0
url-shorten-service,url-shorten-service,158.0,402.0,2,2,0,ComposePost,0,0,25.0,25.0
user-mention-service,user-mention-service,70.0,271.2999999999997,2,2,0,ComposePost,0,0,25.0,25.0
user-timeline-service,user-timeline-service,63.5,221.49999999999955,2,2,0,ComposePost,0,0,25.0,25.0
media-service,media-service,8.0,15.0,2,2,0,ComposePost,0,0,25.0,25.0
unique-id-service,unique-id-service,21.0,34.0,2,2,0,ComposePost,0,0,25.0,25.0
user-service,user-service,10.0,17.0,2,2,0,ComposePost,0,0,25.0,25.0
compose-post-service,compose-post-service,3289.0,12202.0,2,2,0,UserTimeline,0,0,25.0,25.0
home-timeline-service,home-timeline-service,79.5,610.1499999999999,2,2,0,UserTimeline,0,0,25.0,25.0
nginx-web-server,nginx-thrift,635.5,1149.1,2,2,0,UserTimeline,0,0,25.0,25.0
post-storage-service,post-storage-service,50.0,132.0,2,2,0,UserTimeline,0,0,25.0,25.0
social-graph-service,social-graph-service,63.0,211.19999999999982,2,2,0,UserTimeline,0,0,25.0,25.0
text-service,text-service,438.0,1380.6999999999994,2,2,0,UserTimeline,0,0,25.0,25.0
url-shorten-service,url-shorten-service,158.0,402.0,2,2,0,UserTimeline,0,0,25.0,25.0
user-mention-service,user-mention-service,70.0,271.2999999999997,2,2,0,UserTimeline,0,0,25.0,25.0
user-timeline-service,user-timeline-service,63.5,221.49999999999955,2,2,0,UserTimeline,0,0,25.0,25.0
media-service,media-service,8.0,15.0,2,2,0,UserTimeline,0,0,25.0,25.0
unique-id-service,unique-id-service,21.0,34.0,2,2,0,UserTimeline,0,0,25.0,25.0
user-service,user-service,10.0,17.0,2,2,0,UserTimeline,0,0,25.0,25.0
compose-post-service,compose-post-service,3289.0,12202.0,2,2,0,HomeTimeline,0,0,25.0,25.0
home-timeline-service,home-timeline-service,79.5,610.1499999999999,2,2,0,HomeTimeline,0,0,25.0,25.0
nginx-web-server,nginx-thrift,635.5,1149.1,2,2,0,HomeTimeline,0,0,25.0,25.0
post-storage-service,post-storage-service,50.0,132.0,2,2,0,HomeTimeline,0,0,25.0,25.0
social-graph-service,social-graph-service,63.0,211.19999999999982,2,2,0,HomeTimeline,0,0,25.0,25.0
text-service,text-service,438.0,1380.6999999999994,2,2,0,HomeTimeline,0,0,25.0,25.0
url-shorten-service,url-shorten-service,158.0,402.0,2,2,0,HomeTimeline,0,0,25.0,25.0
user-mention-service,user-mention-service,70.0,271.2999999999997,2,2,0,HomeTimeline,0,0,25.0,25.0
user-timeline-service,user-timeline-service,63.5,221.49999999999955,2,2,0,HomeTimeline,0,0,25.0,25.0
media-service,media-service,8.0,15.0,2,2,0,HomeTimeline,0,0,25.0,25.0
unique-id-service,unique-id-service,21.0,34.0,2,2,0,HomeTimeline,0,0,25.0,25.0
user-service,user-service,10.0,17.0,2,2,0,HomeTimeline,0,0,25.0,25.0
compose-post-service,compose-post-service,262.5,338.7,2,2,0,ComposePost,0,0,300.0,300.0
home-timeline-service,home-timeline-service,44.0,293.5,2,2,0,ComposePost,0,0,300.0,300.0
nginx-web-server,nginx-thrift,331.5,560.0,2,2,0,ComposePost,0,0,300.0,300.0
post-storage-service,post-storage-service,74.0,111.8,2,2,0,ComposePost,0,0,300.0,300.0
social-graph-service,social-graph-service,42.0,55.0,2,2,0,ComposePost,0,0,300.0,300.0
text-service,text-service,238.0,260.65,2,2,0,ComposePost,0,0,300.0,300.0
user-mention-service,user-mention-service,45.0,46.0,2,2,0,ComposePost,0,0,300.0,300.0
user-timeline-service,user-timeline-service,87.0,118.0,2,2,0,ComposePost,0,0,300.0,300.0
media-service,media-service,7.0,7.0,2,2,0,ComposePost,0,0,300.0,300.0
unique-id-service,unique-id-service,18.0,18.9,2,2,0,ComposePost,0,0,300.0,300.0
url-shorten-service,url-shorten-service,4.0,4.0,2,2,0,ComposePost,0,0,300.0,300.0
user-service,user-service,9.0,9.0,2,2,0,ComposePost,0,0,300.0,300.0
compose-post-service,compose-post-service,262.5,338.7,2,2,0,UserTimeline,0,0,300.0,300.0
home-timeline-service,home-timeline-service,44.0,293.5,2,2,0,UserTimeline,0,0,300.0,300.0
nginx-web-server,nginx-thrift,331.5,560.0,2,2,0,UserTimeline,0,0,300.0,300.0
post-storage-service,post-storage-service,74.0,111.8,2,2,0,UserTimeline,0,0,300.0,300.0
social-graph-service,social-graph-service,42.0,55.0,2,2,0,UserTimeline,0,0,300.0,300.0
text-service,text-service,238.0,260.65,2,2,0,UserTimeline,0,0,300.0,300.0
user-mention-service,user-mention-service,45.0,46.0,2,2,0,UserTimeline,0,0,300.0,300.0
user-timeline-service,user-timeline-service,87.0,118.0,2,2,0,UserTimeline,0,0,300.0,300.0
media-service,media-service,7.0,7.0,2,2,0,UserTimeline,0,0,300.0,300.0
unique-id-service,unique-id-service,18.0,18.9,2,2,0,UserTimeline,0,0,300.0,300.0
url-shorten-service,url-shorten-service,4.0,4.0,2,2,0,UserTimeline,0,0,300.0,300.0
user-service,user-service,9.0,9.0,2,2,0,UserTimeline,0,0,300.0,300.0
compose-post-service,compose-post-service,262.5,338.7,2,2,0,HomeTimeline,0,0,300.0,300.0
home-timeline-service,home-timeline-service,44.0,293.5,2,2,0,HomeTimeline,0,0,300.0,300.0
nginx-web-server,nginx-thrift,331.5,560.0,2,2,0,HomeTimeline,0,0,300.0,300.0
post-storage-service,post-storage-service,74.0,111.8,2,2,0,HomeTimeline,0,0,300.0,300.0
social-graph-service,social-graph-service,42.0,55.0,2,2,0,HomeTimeline,0,0,300.0,300.0
text-service,text-service,238.0,260.65,2,2,0,HomeTimeline,0,0,300.0,300.0
user-mention-service,user-mention-service,45.0,46.0,2,2,0,HomeTimeline,0,0,300.0,300.0
user-timeline-service,user-timeline-service,87.0,118.0,2,2,0,HomeTimeline,0,0,300.0,300.0
media-service,media-service,7.0,7.0,2,2,0,HomeTimeline,0,0,300.0,300.0
unique-id-service,unique-id-service,18.0,18.9,2,2,0,HomeTimeline,0,0,300.0,300.0
url-shorten-service,url-shorten-service,4.0,4.0,2,2,0,HomeTimeline,0,0,300.0,300.0
user-service,user-service,9.0,9.0,2,2,0,HomeTimeline,0,0,300.0,300.0
compose-post-service,compose-post-service,1573.0,19894.0,2,2,0,ComposePost,0,0,100.0,100.0
home-timeline-service,home-timeline-service,77.0,627.2999999999997,2,2,0,ComposePost,0,0,100.0,100.0
nginx-web-server,nginx-thrift,633.0,2798.3999999999965,2,2,0,ComposePost,0,0,100.0,100.0
post-storage-service,post-storage-service,40.0,85.0,2,2,0,ComposePost,0,0,100.0,100.0
social-graph-service,social-graph-service,63.0,768.3999999999969,2,2,0,ComposePost,0,0,100.0,100.0
text-service,text-service,328.0,1196.0499999999988,2,2,0,ComposePost,0,0,100.0,100.0
url-shorten-service,url-shorten-service,137.0,267.9,2,2,0,ComposePost,0,0,100.0,100.0
user-mention-service,user-mention-service,68.0,285.0,2,2,0,ComposePost,0,0,100.0,100.0
user-timeline-service,user-timeline-service,61.5,245.0,2,2,0,ComposePost,0,0,100.0,100.0
media-service,media-service,8.0,15.0,2,2,0,ComposePost,0,0,100.0,100.0
unique-id-service,unique-id-service,17.0,29.25,2,2,0,ComposePost,0,0,100.0,100.0
user-service,user-service,9.0,14.0,2,2,0,ComposePost,0,0,100.0,100.0
compose-post-service,compose-post-service,1573.0,19894.0,2,2,0,UserTimeline,0,0,100.0,100.0
home-timeline-service,home-timeline-service,77.0,627.2999999999997,2,2,0,UserTimeline,0,0,100.0,100.0
nginx-web-server,nginx-thrift,633.0,2798.3999999999965,2,2,0,UserTimeline,0,0,100.0,100.0
post-storage-service,post-storage-service,40.0,85.0,2,2,0,UserTimeline,0,0,100.0,100.0
social-graph-service,social-graph-service,63.0,768.3999999999969,2,2,0,UserTimeline,0,0,100.0,100.0
text-service,text-service,328.0,1196.0499999999988,2,2,0,UserTimeline,0,0,100.0,100.0
url-shorten-service,url-shorten-service,137.0,267.9,2,2,0,UserTimeline,0,0,100.0,100.0
user-mention-service,user-mention-service,68.0,285.0,2,2,0,UserTimeline,0,0,100.0,100.0
user-timeline-service,user-timeline-service,61.5,245.0,2,2,0,UserTimeline,0,0,100.0,100.0
media-service,media-service,8.0,15.0,2,2,0,UserTimeline,0,0,100.0,100.0
unique-id-service,unique-id-service,17.0,29.25,2,2,0,UserTimeline,0,0,100.0,100.0
user-service,user-service,9.0,14.0,2,2,0,UserTimeline,0,0,100.0,100.0
compose-post-service,compose-post-service,1573.0,19894.0,2,2,0,HomeTimeline,0,0,100.0,100.0
home-timeline-service,home-timeline-service,77.0,627.2999999999997,2,2,0,HomeTimeline,0,0,100.0,100.0
nginx-web-server,nginx-thrift,633.0,2798.3999999999965,2,2,0,HomeTimeline,0,0,100.0,100.0
post-storage-service,post-storage-service,40.0,85.0,2,2,0,HomeTimeline,0,0,100.0,100.0
social-graph-service,social-graph-service,63.0,768.3999999999969,2,2,0,HomeTimeline,0,0,100.0,100.0
text-service,text-service,328.0,1196.0499999999988,2,2,0,HomeTimeline,0,0,100.0,100.0
url-shorten-service,url-shorten-service,137.0,267.9,2,2,0,HomeTimeline,0,0,100.0,100.0
user-mention-service,user-mention-service,68.0,285.0,2,2,0,HomeTimeline,0,0,100.0,100.0
user-timeline-service,user-timeline-service,61.5,245.0,2,2,0,HomeTimeline,0,0,100.0,100.0
media-service,media-service,8.0,15.0,2,2,0,HomeTimeline,0,0,100.0,100.0
unique-id-service,unique-id-service,17.0,29.25,2,2,0,HomeTimeline,0,0,100.0,100.0
user-service,user-service,9.0,14.0,2,2,0,HomeTimeline,0,0,100.0,100.0
compose-post-service,compose-post-service,876.0,44326.0,2,2,0,ComposePost,0,0,225.0,225.0
home-timeline-service,home-timeline-service,56.5,480.04999999999995,2,2,0,ComposePost,0,0,225.0,225.0
nginx-web-server,nginx-thrift,582.0,2744.399999999998,2,2,0,ComposePost,0,0,225.0,225.0
post-storage-service,post-storage-service,44.5,190.19999999999982,2,2,0,ComposePost,0,0,225.0,225.0
social-graph-service,social-graph-service,52.0,336.0999999999999,2,2,0,ComposePost,0,0,225.0,225.0
text-service,text-service,296.0,1054.0,2,2,0,ComposePost,0,0,225.0,225.0
url-shorten-service,url-shorten-service,111.0,233.3,2,2,0,ComposePost,0,0,225.0,225.0
user-mention-service,user-mention-service,57.0,293.0,2,2,0,ComposePost,0,0,225.0,225.0
user-timeline-service,user-timeline-service,62.0,1226.299999999991,2,2,0,ComposePost,0,0,225.0,225.0
media-service,media-service,5.0,13.0,2,2,0,ComposePost,0,0,225.0,225.0
unique-id-service,unique-id-service,19.0,30.399999999999977,2,2,0,ComposePost,0,0,225.0,225.0
user-service,user-service,9.0,15.0,2,2,0,ComposePost,0,0,225.0,225.0
compose-post-service,compose-post-service,876.0,44326.0,2,2,0,UserTimeline,0,0,225.0,225.0
home-timeline-service,home-timeline-service,56.5,480.04999999999995,2,2,0,UserTimeline,0,0,225.0,225.0
nginx-web-server,nginx-thrift,582.0,2744.399999999998,2,2,0,UserTimeline,0,0,225.0,225.0
post-storage-service,post-storage-service,44.5,190.19999999999982,2,2,0,UserTimeline,0,0,225.0,225.0
social-graph-service,social-graph-service,52.0,336.0999999999999,2,2,0,UserTimeline,0,0,225.0,225.0
text-service,text-service,296.0,1054.0,2,2,0,UserTimeline,0,0,225.0,225.0
url-shorten-service,url-shorten-service,111.0,233.3,2,2,0,UserTimeline,0,0,225.0,225.0
user-mention-service,user-mention-service,57.0,293.0,2,2,0,UserTimeline,0,0,225.0,225.0
user-timeline-service,user-timeline-service,62.0,1226.299999999991,2,2,0,UserTimeline,0,0,225.0,225.0
media-service,media-service,5.0,13.0,2,2,0,UserTimeline,0,0,225.0,225.0
unique-id-service,unique-id-service,19.0,30.399999999999977,2,2,0,UserTimeline,0,0,225.0,225.0
user-service,user-service,9.0,15.0,2,2,0,UserTimeline,0,0,225.0,225.0
compose-post-service,compose-post-service,876.0,44326.0,2,2,0,HomeTimeline,0,0,225.0,225.0
home-timeline-service,home-timeline-service,56.5,480.04999999999995,2,2,0,HomeTimeline,0,0,225.0,225.0
nginx-web-server,nginx-thrift,582.0,2744.399999999998,2,2,0,HomeTimeline,0,0,225.0,225.0
post-storage-service,post-storage-service,44.5,190.19999999999982,2,2,0,HomeTimeline,0,0,225.0,225.0
social-graph-service,social-graph-service,52.0,336.0999999999999,2,2,0,HomeTimeline,0,0,225.0,225.0
text-service,text-service,296.0,1054.0,2,2,0,HomeTimeline,0,0,225.0,225.0
url-shorten-service,url-shorten-service,111.0,233.3,2,2,0,HomeTimeline,0,0,225.0,225.0
user-mention-service,user-mention-service,57.0,293.0,2,2,0,HomeTimeline,0,0,225.0,225.0
user-timeline-service,user-timeline-service,62.0,1226.299999999991,2,2,0,HomeTimeline,0,0,225.0,225.0
media-service,media-service,5.0,13.0,2,2,0,HomeTimeline,0,0,225.0,225.0
unique-id-service,unique-id-service,19.0,30.399999999999977,2,2,0,HomeTimeline,0,0,225.0,225.0
user-service,user-service,9.0,15.0,2,2,0,HomeTimeline,0,0,225.0,225.0
compose-post-service,compose-post-service,6117.0,48090.0,2,2,0,ComposePost,0,0,150.0,150.0
home-timeline-service,home-timeline-service,70.0,434.4999999999999,2,2,0,ComposePost,0,0,150.0,150.0
